"Name","Brand","Unit","Attribute 1","Attribute 2","Attribute 3"
"Malamine Saucer","(brand=Unknown)","(unit=???)","(size=big)",,
"Malamine Saucer","(brand=Unknown)","(unit=???)","(size=small)",,
"Malamine Saucer","(brand=Unknown)","(unit=???)","(size=Square)",,
"Malamine Tray","(brand=Unknown)","(unit=???)",,,
"Malamine Tray","(brand=Unknown)","(unit=??)","(size=small)",,
"Manicure Bowl","(brand=Unknown)","(unit=pcs)","(attr=Finger)",,
"Manicure Brush","(brand=Unknown)","(unit=pcs)",,,
"Mascara","(brand=Unknown)","(unit=pcs)",,,
"Mask","(brand=Unknown)","(unit=pkt)","(attr=Tomato)",,
"Mask","(brand=Unknown)","(unit=pkt)","(attr=Karolla)",,
"Mask","(brand=Unknown)","(unit=pkt)","(attr=Thermoherb)",,
"Mask","(brand=Unknown)","(unit=pcs)","(attr=Peel Off)",,
"Mask","(brand=Harbi)","(unit=pcs)","(attr=Butter)",,
"Mask","(brand=Biotique)","(unit=pcs)","(attr=Fruite)",,
"Mask","(brand=Unknown)","(unit=pkt)","(attr=Cristal)","(attr=Whitening)",
"Mask","(brand=Sara)","(unit=pcs)","(attr=Green Apple)",,
"Mask","(brand=Mond Sub)","(unit=pcs)","(attr=Whitening)",,
"Mask","(brand=Unknown)","(unit=pcs)","(attr=Vegetable)",,
"Mask","(brand=Unknown)","(unit=pcs)","(attr=Fruits)",,
"Mask","(brand=Unknown)","(unit=pkt)","(attr=Alovera)",,
"Mask C","(brand=Unknown)","(unit=pcs)","(attr=L V:)","(attr=Whitening)",
"Mask C","(brand=O3+)","(unit=pcs)","(attr=Whitening)",,
"Massage Cream","(brand=Unknown)","(unit=pcs)",,,
"Massage Cream","(brand=Milk Beauty)","(unit=pcs)",,,
"Massage Cream","(brand=Harbi)","(unit=pcs)","(attr=Butter)",,
"Massage Cream","(brand=Herbi)","(unit=pcs)","(attr=Whitening)",,
"Massage Cream","(brand=Biotique)","(unit=???)",,,
"Massage Cream","(brand=Sara)","(unit=pcs)","(attr=Green Apple)",,
"Massage Cream","(brand=Sara)","(unit=pcs)","(attr=Shea Buttre)",,
"Massage Cream","(brand=Unknown)","(unit=pcs)","(attr=Spa)",,
"Massage Cream","(brand=Milk Therapy)","(unit=pcs)",,,
"Massage Cream","(brand=Unknown)","(unit=pcs)","(attr=Orange)",,
"Massage Cream","(brand=Berbi Whitening)","(unit=pcs)",,,
"Massage Cream","(brand=Ayur)","(unit=pcs)",,,
"Massage Cream","(brand=Unknown)","(unit=pcs)","(attr=Alovera)",,
"Massage Cream C","(brand=O3+)","(unit=???)","(attr=Whitening)",,
"Massage Gel","(brand=Sara)","(unit=pcs)","(attr=Gold)","(attr=Gold foil)",
"Massage Gel","(brand=Sara)","(unit=pcs)","(attr=Gold)","(attr=Silk Silven)",
"Massage Gel","(brand=Sara Silver)","(unit=pcs)","(attr=Silver Foil)",,
"Masten Bleaching Powder","(brand=Dcash)","(unit=pcs)",,,
"Master Vol 40","(brand=Dcash)","(unit=box)",,,
"Match","(brand=Unknown)","(unit=Dozn)",,,
"Matir Jhama","(brand=Unknown)","(unit=pcs)",,,
"Mehadi","(brand=Unknown)","(unit=pcs)","(attr=Kone)",,
"Mehadi","(brand=Unknown)","(unit=pcs)","(attr=Tube)",,
"Mehadi Kone(Without Mehadi)","(brand=Unknown)","(unit=???)",,,
"Methi Powder","(brand=Unknown)","(unit=pkt)",,,
"Milk Cream","(brand=Unknown)","(unit=pcs)","(attr=Foot)","(attr=Whitening)",
"Milk Powder","(brand=Unknown)","(unit=pkt)",,,
"Milk Rebonding","(brand=Unknown)","(unit=???)",,,
"Minarel Spa","(brand=Unknown)","(unit=pcs)",,,
"Mini Fan","(brand=Unknown)","(unit=pcs)",,,
"Mini Soap","(brand=Unknown)","(unit=pcs)",,,
"Mint Body Scrub","(brand=Unknown)","(unit=kg)",,,
"Mint Gel","(brand=Sara)","(unit=pcs)",,,
"Moisturiser Lotion","(brand=Unknown)","(unit=pcs)",,,
"Moisturist","(brand=Xtenso Care)","(unit=???)","(arrr=Normal Resistant)",,
"Moisturist","(brand=Xtenso Care)","(unit=???)","(arrr=Very Resistant)",,
"Mousse","(brand=Unknown)","(unit=pcs)",,,
"Moving Mousse","(brand=Dcash)","(unit=pcs)",,,
"Multani Mati","(brand=Unknown)","(unit=pcs)",,,
"Multi Plugh","(brand=Unknown)","(unit=pcs)","(size=big)",,
"Multi Plugh","(brand=Unknown)","(unit=pcs)","(size=small)",,
"Nail Art Brush","(brand=Unknown)","(unit=pcs)",,,
"Nail Box","(brand=Unknown)","(unit=???)","(size=big)",,
"Nail Box","(brand=Unknown)","(unit=???)","(size=small)",,
"Nail Buffer","(brand=Unknown)","(unit=pcs)","(attr=Hard)",,
"Nail Buffer","(brand=Unknown)","(unit=pcs)","(attr=Soft)",,
"Nail Buffing Cream","(brand=Unknown)","(unit=pcs)",,,
"Nail Clipper","(brand=Unknown)","(unit=pcs)",,,
"Nail Cuticale","(brand=Unknown)","(unit=pcs)",,,
"Nail Cutter","(brand=Unknown)","(unit=pcs)",,,
"Nail False","(brand=Unknown)","(unit=pkt)",,,
"Nail File","(brand=Unknown)","(unit=pcs)","(attr=Steel)",,
"Nail Foam","(brand=Unknown)","(unit=pcs)",,,
"Nail For Foot Spa","(brand=Unknown)","(unit=pcs)",,,
"Nail Gel","(brand=Unknown)","(unit=pcs)",,,
"Nail Gel","(brand=Unknown)","(unit=pcs)","(attr=pink)",,
"Nail Gel","(brand=Unknown)","unit=pcs","(attr=white)",,
"Nail Gel","(brand=Unknown)","(unit=pcs)","(attr=glitter)",,
"Nail Glue","(brand=Unknown)","(unit=pcs)",,,
"Nail Glue","(brand=Unknown)","(size=small)","(unit=pcs)",,
"Nail Polish","(brand=Super)","(unit=pcs)",,,
"Nail Polish","(brand=Jordana)","(unit=pcs)",,,
"Nail Polish","(brand=Jacklin)","(unit=pcs)",,,
"Nail Polish","(brand=Ravlon)","(unit=pcs)",,,
"Nail Polish","(brand=Lakme)","(unit=pcs)",,,
"Nail Polish","(brand=Others)","(unit=pcs)",,,
"Nail Polish","(brand=Others)","(unit=???)","(attr=Medium)",,
"Nail Polish","(brand=O.P.I)","(unit=pcs)",,,
"Nail Polish","(brand=Personi)","(unit=pcs)",,,
"Nail Pusher","(brand=Unknown)","(unit=pcs)",,,
"Nail Pusher","(brand=Unknown)","(unit=pcs)","(attr=Black Stick)",,
"Nail Shiner","(brand=Unknown)","(unit=pcs)",,,
"Naphthalene","(brand=Unknown)","(unit=pkt)",,,
"Neck Shutter","(brand=Unknown)","(unit=pcs)",,,
"Neem Powder","(brand=Unknown)","(unit=pkt)",,,
"Neem Powder","(brand=Shivani)","(unit=pcs)",,,
"Nevyblue Cloth for G cleaner","(brand=Unknown)","(unit=yard)",,,
"Nourising Gel","(brand=Sara)","(unit=pcs)",,,
"Nutritive & Reunit pair","(brand=Dcash)","(unit=pcs)",,,
"Odonil","(brand=Unknown)","(unit=pcs)",,,
"Olive Oil","(brand=Unknown)","(unit=pcs)",,,
"Olive Oil Hot Oil Treatment","(brand=Unknown)","(unit=pcs)",,,
"Orange Facial Kit","(brand=Unknown)","(unit=pcs)",,,
"Orange Oil 1","(brand=Aroma Magic)","(unit=pcs)",,,
"Orna Executive","(brand=Unknown)","(unit=???)",,,
"Ozan Comb","(brand=Unknown)","(unit=pcs)",,,
"Ozan Machin","(brand=Unknown)","(unit=pcs)",,,
"Pan cake","(brand=Unknown)","(unit=pcs)","(attr=21)",,
"Pan cake","(brand=Unknown)","(unit=pcs)","(attr=22)",,
"Pan cake","(brand=Unknown)","(unit=pcs)","(attr=23)",,
"Pan Cake","(brand=Unknown)","(unit=pcs)","(attr=26)",,
"Pan cake","(brand=Unknown)","(unit=pcs)","(attr=25)",,
"Pan Cake","(brand=Unknown)","(unit=pcs)","(attr=27)",,
"Pan Cake","(brand=Unknown)","(unit=pcs)","(attr=28)",,
"Pan Cake","(brand=Unknown)","(unit=pcs)","(attr=29)",,
"Pan Cake","(brand=Unknown)","(unit=pcs)","(attr=30)",,
"Pan Cake","(brand=Unknown)","(unit=pcs)","(attr=Yellow)",,
"Pan Cake","(brand=Unknown)","(unit=pcs)","(attr=White)",,
"Pan Cake","(brand=Unknown)","(unit=pcs)","(attr=Dark)",,
"Panti","(brand=Unknown)","(unit=pkt)","(attr=1Time)",,
"Papush","(brand=Unknown)","(unit=??)",,,
"Paraffin","(brand=Unknown)","(unit=pcs)","(attr=Foot)",,
"Paraffin SPA","(brand=Unknown)","(unit=pcs)",,,
"Pedicure Blade","(brand=Unknown)","(unit=pkt)",,,
"Pedicure Brush","(brand=Unknown)","(unit=pcs)",,,
"Pedicure Machin","(brand=Unknown)","(unit=pcs)",,,
"Pedicure Pant","(brand=Unknown)","(unit=pcs)",,,
"Pedicure Razer","(brand=Unknown)","(unit=pcs)",,,
"Pedicure Solt","(brand=Unknown)","(unit=pcs)",,,
"Pedicure Stone","(brand=Unknown)","(unit=pcs)",,,
"Peedicure","(brand=O.P.I)","(unit=box)",,,
"Peel of Mask","(brand=Sara)","(unit=pcs)","(attr=Gold)",,
"Pigment Facial Set","(brand=O3+)","(unit=pcs)",,,
"Pillo Cover","(brand=Unknown)","(unit=??)",,,
"Plastic Bowl","(brand=Unknown)","(unit=???)","(size=medium)",,
"Plastic Bowl","(brand=Unknown)","(unit=??)","(size=big)","(attr=Facial)",
"Plastic Bowl","(brand=Unknown)","(unit=??)","(attr=Facial)","(size=small)",
"Potuli","(brand=Sabai Spa)","(unit=pcs)","(size=big)",,
"Pre Treatment","(brand=Xtenso)","(unit=???)",,,
"Premium Gel","(brand=TNT)","(unit=pcs)",,,
"Protection & Volume","(brand=Dcash)","(unit=pcs)",,,
"Protein","(brand=Unknown)","(unit=pcs)",,,
"Puff","(brand=Unknown)","(unit=pcs)","(attr=Dim)",,
"Punch Clip","(brand=Unknown)","(unit=pcs)",,,
"Purifying M:","(brand=O3+)","(unit=pcs)","(attr=Seaweed)",,
"Rabber Band","(brand=Unknown)","(unit=pkt)",,,
"Razer","(brand=Unknown)","(unit=pcs)",,,
"Ready Tea","(brand=Unknown)","(unit=??)",,,
"Rebonding Cream","(brand=Unknown)","(unit=pair)",,,
"Rebonding Serum","(brand=Unknown)","(unit=pcs)",,,
"Red Cloth (G U cleaner)","(brand=Unknown)","(unit=?)",,,
"Remover","(brand=Unknown)","(unit=pcs)",,,
"Remover Container","(brand=Unknown)","(unit=pcs)",,,
"Reunited & Pair Antidamage Treatment ","(brand=Keratin Ultimate)","(unit=???)",,,
"Reunited & pair Conditioner","(brand=Keratin Ultimate)","(unit=???)",,,
"Reunited & pair Shampoo","(brand=Keratin Ultimate)","(unit=???)",,,
"Rice Cocker","(brand=Unknown)","(unit=??)",,,
"Roller Brush","(brand=Unknown)","(unit=pcs)","(size=big)",,
"Roller Brush","(brand=Unknown)","(unit=pcs)","(size=medium)",,
"Roller Brush","(brand=Unknown)","(unit=pcs)","(size=small)",,
"Rose Shower","(brand=Unknown)","(unit=pcs)",,,
"Rose Water","(brand=Unknown)","(unit=pcs)",,,
"Round Tip","(brand=Unknown)","(unit=dozn/pata)",,,
"Safety Pin","(brand=Unknown)","(unit=Box)","(size=big)",,
"Safety Pin","(brand=Unknown)","(unit=Box)","(size=normal)",,
"Salun Artist Hair Wax","(brand=Dcash)","(unit=pcs)",,,
"Sandal Wood Oil","(brand=Aroma Magic)","(unit=???)",,,
"Sandle","(brand=Unknown)","(unit=pair)","(attr=Spa)",,
"Saree Cleaner","(brand=Unknown)","(unit=???)",,,
"Savlon","(brand=Unknown)","(unit=litre)",,,
"Scentio Milk Treatment F.S","(brand=Unknown)","(unit=pcs)",,,
"Scissor","(brand=Unknown)","(unit=?)",,,
"Scrub","(brand=Milk Beauty)","(unit=pcs)",,,
"Scrub","(brand=Herbi)","(unit=pcs)","(attr=Whitening)",,
"Scrub","(brand=Unknown)","(unit=pcs)","(attr=Apricot)",,
"Scrub","(brand=Unknown)","(unit=???)","(attr=Legano Salt)",,
"Scrub","(brand=Young Chin)","(unit=pcs)",,,
"Scrub","(brand=Kusti)","(unit=pcs)",,,
"Seram","(brand=Xtenso Care)","(unit=???)",,,
"Serum","(brand=O3+)","(unit=pcs)","(attr=Whitening)",,
"Setting Clip","(brand=Unknown)","(unit=pcs)",,,
"Sha Veg Peel","(brand=Shahnaz Herbals)","(unit=pcs)",,,
"ShaBase","(brand=Shahnaz Herbals)","(unit=pcs)",,,
"ShaClove","(brand=Shahnaz Herbals)","(unit=pcs)",,,
"ShaFresh","(brand=Shahnaz Herbals)","(unit=pcs)",,,
"Shalife","(brand=Unknown)","(unit=pcs)",,,
"ShaMask 1","(brand=Shahnaz Herbals)","(unit=pcs)",,,
"Shampoo","(brand=Lolane)","(unit=pcs)",,,
"Shampoo","(brand=Dove)","(unit=pcs)",,,
"Shampoo","(brand=Pantine)","(unit=pcs)",,,
"Shampoo","(brand=Sun Silk)","(unit=pcs)",,,
"Shampoo","(brand=Head & Sholder)","(unit=pcs)",,,
"Shampoo","(brand=Rejoice)","(unit=pcs)",,,
"Shampoo","(brand=Garnier)","(unit=pcs)",,,
"Shampoo","(brand=Caring)","(unit=pcs)",,,
"Shampoo","(brand=Unknown)","(unit=ml)","(attr=Optimisers Post Color)","(attr=1500ml)",
"Shampoo","(brand=Xtenso Care)","(unit=???)",,,
"Shampoo","(brand=Unknown)","(unit=pcs)","(attr=Meni+Pedi)",,
"Shampoo","(brand=Unknown)","(unit=pcs)","(attr=After)","(attr=gold)",
"Shampoo","(brand=Biowmen)","(unit=pcs)","(attr=Extra)",,
"Shampoo","(brand=O'Trail)","(unit=pcs)",,,
"Shampoo Holder","(brand=Unknown)","(unit=pcs)",,,
"Shankha Powder","(brand=Unknown)","(unit=pkt)",,,
"Sharpner","(brand=Unknown)","(unit=pcs)",,,
"ShaTone","(brand=Shahnaz Herbals)","(unit=pcs)",,,
"ShaWeeds","(brand=Shahnaz Herbals)","(unit=pcs)",,,
"ShaZema","(brand=Shahnaz Herbals)","(unit=pcs)",,,
"Shimmer","(brand=Unknown)","(unit=pcs)",,,
"Shower Gel","(brand=Unknown)","(unit=pcs)",,,
"Silver Facial kit","(brand=Unknown)","(unit=pcs)",,,
"SKB Massge Tube","(brand=Unknown)","(unit=pcs)",,,
"Skin Food cream","(brand=Sara)","(unit=pcs)",,,
"Sleeping Mask","(brand=Mond Sub)","(unit=pcs)","(attr=Reunit&pairing)",,
"Sleeping Mask","(brand=Mond Sub)","(unit=pcs)","(attr=O Whitening)",,
"Sleeping Mask","(brand=Mond Sub)","(unit=pcs)","(attr=O Moisturising)",,
"Smart Fix Hair Gel","(brand=Unknown)","(unit=pcs)",,,
"Smooth Gel","(brand=TNT)","(unit=pcs)",,,
"Soak off Boll","(brand=TNT)","(unit=pot)",,,
"Soak off Formula","(brand=TNT)","(unit=pcs)",,,
"Soya Gel","(brand=Sara)","(unit=pcs)",,,
"Soya Powder","(brand=Unknown)","(unit=???)",,,
"Spa Body Massage Scrub","(brand=Unknown)","(unit=???)",,,
"Spa Dana Mask","(brand=Unknown)","(unit=pcs)",,,
"Spa Powder Mask","(brand=Unknown)","(unit=pcs)",,,
"Spa Scrub","(brand=Biowmen)","(unit=pcs)",,,
"Spa Scrub","(brand=Unknown)","(unit=pcs)",,,
"Spiral Roller","(brand=Unknown)","(unit=pcs)","(size=big)",,
"Spiral Roller","(brand=Unknown)","(unit=pcs)","(size=medium)",,
"Spiral Roller","(brand=Unknown)","(unit=pcs)","(size=small)",,
"Spoon","(brand=Unknown)","(unit=pkt)","(attr=1Time)",,
"Steaming & Hair Treatment","(brand=Dcash)","(unit=pcs)",,,
"Steel Bati","(brand=Unknown)","(unit=??)",,,
"Steel Tar brush","(brand=Unknown)","(unit=pcs)",,,
"Sterilizer","(brand=Unknown)","(unit=??)",,,
"Stone Tip","(brand=Unknown)","(unit=pata)",,,
"Stone Tip","(brand=Unknown)","(unit=???)","(attr=Multicolor)",,
"Super Glue","(brand=Unknown)","(unit=pcs)",,,
"Table Flower","(brand=Unknown)","(unit=??)",,,
"Table Spoon","(brand=Unknown)","(unit=???)",,,
"Talcom Powder","(brand=Unknown)","(unit=pcs)","(size=big)",,
"Talcom Powder","(brand=Unknown)","(unit=pcs)","(size=small)",,
"Talcom Powder","(brand=Unknown)","(unit=pkt)",,,
"Tarsel","(brand=Unknown)","(unit=???)",,,
"Tea Spoon","(brand=Unknown)","(unit=???)",,,
"Thai Natural Spa (p.o.k)","(brand=Unknown)","(unit=pcs)",,,
"Thai Spa Candel","(brand=Unknown)","(unit=box)",,,
"Threading Cotton","(brand=Unknown)","(unit=box)",,,
"Threading Powder","(brand=Unknown)","(unit=box)",,,
"Tibetan Footbath Granuls","(brand=Unknown)","(unit=pcs)",,,
"Tissue","(brand=Unknown)","(unit=pcs)",,,
"Tissue","(brand=Unknown)","(unit=box)","(size=Medium)",,
"Tissue Mask","(brand=Unknown)","(unit=box)",,,
"Toilet Cleaner","(brand=Herpic)","(unit=pcs)","(attr=Liquid)",,
"Toilet Cleaner","(brand=Herpic)","(unit=pcs)","(attr=Powder)",,
"Tonic","(brand=O3+)","(unit=pcs)","(attr=Whitening)",,
"Tonic","(brand=O3+)","(unit=pcs)","(attr=Seaweed Purifying)",,
"Tonic","(brand=Milk Therapy)","(unit=pcs)",,,
"Tool","(brand=Unknown)","(unit=???)","(size=big)",,
"Tool","(brand=Unknown)","(unit=???)","(size=small)",,
"Towel (Sabai Spa)","(brand=Unknown)"," (unit=??)",,,
"Towel Bag","(brand=Unknown)","(unit=?)",,,
"Towel Black","(brand=Unknown)","(unit=??)",,,
"Towel Green","(brand=Unknown)","(unit=??)","(attr=Plastic)",,
"Towel White","(brand=Unknown)","(unit=??)","(size=big)",,
"Treaming Machin","(brand=Unknown)","(unit=pcs)",,,
"Trolly","(brand=Unknown)","(unit=pcs)",,,
"Trolly","(brand=Unknown)","(unit=pcs)","(attr=Weist Cloth)",,
"Ultra Balance Shining","(brand=O'Trail)","(unit=pcs)",,,
"Uniform Cleaner","(brand=Unknown)","(unit=set)",,,
"Uniform Cloth of Executive (3 color)","(brand=Unknown)","(unit=yard)",,,
"Uniform Executive","(brand=Unknown)","(unit=set)",,,
"Uniform Manager","(brand=Unknown)","(unit=set)",,,
"UV Lamp","(brand=Unknown)","(unit=pcs)",,,
"V Cut Cutical","(brand=Unknown)","(unit=pcs)",,,
"Vaslin","(brand=Unknown)","(unit=pcs)",,,
"Vimbar","(brand=Vim)","(unit=pcs)",,,
"Vitamine E Capsul","(brand=Unknown)","(unit=pcs)",,,
"W. cleansing Foam","(brand=O3+)","(unit=pcs)",,,
"Wall Clock","(brand=Unknown)","(unit=???)",,,
"Wall Cloth","(brand=Unknown)","(unit=pcs)",,,
"Washing Powder","(brand=Wheel)","(unit=pkt/1kg)",,,
"Washing Powder","(brand=Rin)","(unit=pkt/1kg)",,,
"Washing Powder","(brand=Surf Excel)","(unit=pkt/1kg)",,,
"Washing Powder","(brand=Jet)","(unit=pkt/1kg)",,,
"Washing Wax Cleansen","(brand=Unknown)","(unit=pcs)",,,
"Water Spray Bottle","(brand=Unknown)","(unit=pcs)",,,
"Wax","(brand=Unknown)","(unit=pcs)","(attr=Roller)",,
"Wax Cloth","(brand=Unknown)","(unit=pcs)","(attr=Gince)",,
"Wax Knife","(brand=Unknown)","(unit=???)",,,
"Wax Paper","(brand=Unknown)","(unit=pcs)","(attr=1time)",,
"Wax Paper","(brand=Unknown)","(unit=pcs)","(attr=Roll)",,
"Wax Stick","(brand=Unknown)","(unit=???)","(attr=wood)",,
"Wax Warmer","(brand=Unknown)","(unit=pcs)",,,
"Wellaxon","(brand=Unknown)","(unit=pcs)","(attr=12%)",,
"Wellaxon","(brand=Unknown)","(unit=pcs)","(attr=9%)",,
"Wellaxon","(brand=Unknown)","(unit=pcs)","(attr=6%)",,
